,date,store_nbr,family,sales,onpromotion,transactions,dcoilwtico,type,locale_name,transferred
1901868,2015-11-22,14.0,BEAUTY,1.0,0.0,1034.0,39.27,Not Holiday,Ecuador,False
634477,2013-12-19,2.0,FROZEN FOODS,997.782,0.0,2530.0,98.4,Not Holiday,Ecuador,False
1712639,2015-08-08,3.0,POULTRY,1166.235,0.0,3280.0,44.94,Not Holiday,Ecuador,False
2277264,2016-06-14,49.0,"LIQUOR,WINE,BEER",198.0,1.0,2441.0,48.49,Not Holiday,Ecuador,False
2248573,2016-05-29,44.0,DAIRY,3550.0,4.0,4407.0,49.1,Not Holiday,Ecuador,False
2860872,2017-05-02,22.0,MEATS,122.786995,0.0,889.0,47.65,Not Holiday,Ecuador,False
88437,2013-02-19,33.0,"LIQUOR,WINE,BEER",7.0,0.0,1126.0,96.69,Not Holiday,Ecuador,False
3050032,2017-08-13,30.0,POULTRY,108.153,0.0,673.0,47.59,Not Holiday,Ecuador,False
510621,2013-10-10,29.0,BOOKS,0.0,0.0,0.0,103.08,Not Holiday,Ecuador,False
2840454,2017-04-20,52.0,AUTOMOTIVE,17.0,0.0,4068.0,50.26,Not Holiday,Ecuador,False
1555727,2015-05-14,54.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,661.0,59.89,Not Holiday,Ecuador,False
1796694,2015-09-24,12.0,SEAFOOD,0.0,0.0,1116.0,44.94,Not Holiday,Ecuador,False
2170563,2016-04-21,1.0,LINGERIE,0.0,0.0,1852.0,43.18,Event,Ecuador,False
2874393,2017-05-09,54.0,HOME AND KITCHEN I,14.0,1.0,721.0,45.84,Not Holiday,Ecuador,False
364817,2013-07-20,38.0,PLAYERS AND ELECTRONICS,0.0,0.0,2102.0,106.61,Not Holiday,Ecuador,False
2030377,2016-02-02,20.0,DAIRY,763.0,0.0,1488.0,29.9,Not Holiday,Ecuador,False
127025,2013-03-13,15.0,AUTOMOTIVE,1.0,0.0,1197.0,92.47,Not Holiday,Ecuador,False
1680931,2015-07-21,15.0,AUTOMOTIVE,3.0,0.0,1487.0,50.59,Not Holiday,Ecuador,False
1559898,2015-05-17,19.0,FROZEN FOODS,68.0,0.0,1241.0,59.44,Not Holiday,Ecuador,False
569138,2013-11-12,20.0,GROCERY I,0.0,0.0,0.0,93.12,Holiday,Ambato,False
1504562,2015-04-16,16.0,HOME AND KITCHEN II,10.0,0.0,811.0,56.69,Not Holiday,Ecuador,False
197290,2013-04-21,38.0,DAIRY,615.0,0.0,2316.0,88.81,Holiday,Riobamba,False
1038401,2014-07-29,38.0,HARDWARE,3.0,0.0,1528.0,104.91,Not Holiday,Ecuador,False
2040662,2016-02-08,7.0,PRODUCE,4170.248,0.0,1489.0,29.71,Holiday,Ecuador,False
810369,2014-03-27,40.0,GROCERY I,3018.0,0.0,1203.0,101.25,Not Holiday,Ecuador,False
1038705,2014-07-29,47.0,LINGERIE,6.0,0.0,3168.0,104.91,Not Holiday,Ecuador,False
1830865,2015-10-13,22.0,HOME AND KITCHEN I,115.0,0.0,1312.0,46.7,Not Holiday,Ecuador,False
1562345,2015-05-18,39.0,HOME AND KITCHEN II,2.0,0.0,1276.0,59.44,Not Holiday,Ecuador,False
2132680,2016-03-30,42.0,FROZEN FOODS,137.725,0.0,937.0,36.91,Not Holiday,Ecuador,False
2903660,2017-05-26,23.0,FROZEN FOODS,112.0,2.0,1063.0,49.58,Transfer,Ecuador,False
1174774,2014-10-14,12.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,1089.0,81.72,Not Holiday,Ecuador,False
1495726,2015-04-11,18.0,MEATS,126.732,2.0,1388.0,51.95,Not Holiday,Ecuador,False
2380956,2016-08-08,5.0,POULTRY,204.311,0.0,1304.0,43.06,Not Holiday,Ecuador,False
2676309,2017-01-19,45.0,PRODUCE,4792.652,9.0,3023.0,51.39,Not Holiday,Ecuador,False
2275371,2016-06-13,46.0,EGGS,94.0,0.0,2595.0,48.89,Not Holiday,Ecuador,False
1363194,2015-01-26,52.0,LAWN AND GARDEN,0.0,0.0,0.0,44.8,Not Holiday,Ecuador,False
1719408,2015-08-11,46.0,SEAFOOD,31.781,0.0,2935.0,43.11,Not Holiday,Ecuador,False
1147405,2014-09-28,47.0,LADIESWEAR,77.0,0.0,4666.0,94.53,Holiday,Ibarra,False
277946,2013-06-04,52.0,GROCERY I,0.0,0.0,0.0,93.36,Not Holiday,Ecuador,False
2486404,2016-10-06,15.0,DAIRY,355.0,10.0,1285.0,50.44,Not Holiday,Ecuador,False
2947851,2017-06-20,12.0,HOME AND KITCHEN I,13.0,5.0,1138.0,43.34,Not Holiday,Ecuador,False
2353491,2016-07-24,19.0,DELI,288.0,5.0,1025.0,42.4,Transfer,Guayaquil,False
2875529,2017-05-10,34.0,PREPARED FOODS,24.696,0.0,1907.0,47.28,Not Holiday,Ecuador,False
318330,2013-06-25,48.0,BABY CARE,0.0,0.0,2128.0,95.25,Holiday,Machala,False
73140,2013-02-11,2.0,BOOKS,0.0,0.0,1486.0,97.01,Holiday,Ecuador,False
1428004,2015-03-04,18.0,HOME CARE,0.0,0.0,1184.0,51.53,Not Holiday,Ecuador,False
1852510,2015-10-25,30.0,GROCERY I,1865.0,2.0,643.0,43.19,Not Holiday,Ecuador,False
956551,2014-06-17,42.0,BOOKS,0.0,0.0,0.0,106.95,Not Holiday,Ecuador,False
1803161,2015-09-27,46.0,SCHOOL AND OFFICE SUPPLIES,16.0,0.0,4439.0,44.4,Not Holiday,Ecuador,False
1046231,2014-08-03,5.0,MAGAZINES,0.0,0.0,1586.0,98.26,Not Holiday,Ecuador,False
1524214,2015-04-27,18.0,AUTOMOTIVE,0.0,0.0,1277.0,55.56,Not Holiday,Ecuador,False
2708950,2017-02-07,9.0,BABY CARE,0.0,0.0,2149.0,52.19,Not Holiday,Ecuador,False
2134260,2016-03-31,36.0,CLEANING,883.0,0.0,1143.0,36.94,Not Holiday,Ecuador,False
1407397,2015-02-20,42.0,BEVERAGES,0.0,0.0,0.0,49.95,Not Holiday,Ecuador,False
2701610,2017-02-03,2.0,LAWN AND GARDEN,11.0,0.0,1965.0,53.81,Not Holiday,Ecuador,False
232482,2013-05-11,24.0,"LIQUOR,WINE,BEER",245.0,0.0,3075.0,94.76,Additional,Ecuador,False
1015264,2014-07-16,39.0,EGGS,384.0,0.0,1310.0,101.88,Not Holiday,Ecuador,False
1247275,2014-11-23,49.0,SCHOOL AND OFFICE SUPPLIES,8.0,0.0,3096.0,75.74,Not Holiday,Ecuador,False
222051,2013-05-05,32.0,LADIESWEAR,0.0,0.0,875.0,95.8,Not Holiday,Ecuador,False
1672189,2015-07-16,20.0,BEVERAGES,1881.0,2.0,1457.0,50.9,Not Holiday,Ecuador,False
2983776,2017-07-07,21.0,BEVERAGES,2052.0,47.0,931.0,44.25,Not Holiday,Ecuador,False
2499123,2016-10-13,22.0,"LIQUOR,WINE,BEER",24.0,0.0,634.0,50.47,Not Holiday,Ecuador,False
650061,2013-12-27,42.0,HOME CARE,0.0,0.0,0.0,99.94,Not Holiday,Ecuador,False
2053811,2016-02-15,28.0,GROCERY I,4080.82,58.0,1105.0,29.05,Not Holiday,Ecuador,False
344867,2013-07-09,28.0,DELI,176.161,0.0,1072.0,103.46,Not Holiday,Ecuador,False
2535102,2016-11-02,32.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,621.0,45.32,Holiday,Ecuador,False
299581,2013-06-17,5.0,SEAFOOD,6.881,0.0,1503.0,97.86,Not Holiday,Ecuador,False
1257594,2014-11-29,38.0,LINGERIE,20.0,0.0,2473.0,68.98,Not Holiday,Ecuador,False
2960661,2017-06-25,44.0,CLEANING,3538.0,54.0,4960.0,43.24,Holiday,Imbabura,False
2428731,2016-09-03,49.0,LADIESWEAR,35.0,0.0,3762.0,44.85,Not Holiday,Ecuador,False
2396487,2016-08-16,44.0,HOME AND KITCHEN II,98.0,1.0,3941.0,46.57,Not Holiday,Ecuador,False
1232850,2014-11-15,44.0,PLAYERS AND ELECTRONICS,66.0,0.0,5190.0,75.64,Not Holiday,Ecuador,False
2808678,2017-04-04,7.0,BEVERAGES,4243.0,6.0,1731.0,50.99,Not Holiday,Ecuador,False
2988914,2017-07-10,14.0,PET SUPPLIES,4.0,0.0,1293.0,44.4,Not Holiday,Ecuador,False
1207992,2014-11-01,47.0,HOME CARE,893.0,0.0,4687.0,78.77,Not Holiday,Ecuador,False
2084544,2016-03-03,41.0,"LIQUOR,WINE,BEER",64.0,0.0,975.0,34.56,Not Holiday,Ecuador,False
35792,2013-01-21,4.0,GROCERY I,2191.0,0.0,1458.0,96.09,Not Holiday,Ecuador,False
605618,2013-12-02,45.0,PLAYERS AND ELECTRONICS,0.0,0.0,3726.0,93.61,Not Holiday,Ecuador,False
2292402,2016-06-23,22.0,GROCERY II,3.0,0.0,588.0,49.34,Holiday,Guaranda,False
2305961,2016-06-29,1.0,DELI,118.074,3.0,1765.0,49.85,Not Holiday,Ecuador,False
294263,2013-06-14,6.0,PLAYERS AND ELECTRONICS,0.0,0.0,1783.0,97.83,Not Holiday,Ecuador,False
1762656,2015-09-05,7.0,HOME APPLIANCES,0.0,0.0,1978.0,45.92,Not Holiday,Ecuador,False
1750625,2015-08-29,20.0,SCHOOL AND OFFICE SUPPLIES,8.0,0.0,1754.0,49.2,Not Holiday,Ecuador,False
126549,2013-03-12,54.0,LADIESWEAR,0.0,0.0,812.0,92.44,Not Holiday,Ecuador,False
1110093,2014-09-07,50.0,PRODUCE,3343.428,0.0,3386.0,92.64,Not Holiday,Ecuador,False
1953307,2015-12-21,6.0,PLAYERS AND ELECTRONICS,16.0,0.0,2602.0,34.55,Additional,Ecuador,False
2890758,2017-05-19,10.0,GROCERY I,2102.0,55.0,799.0,50.32,Not Holiday,Ecuador,False
1297864,2014-12-22,8.0,SEAFOOD,45.568,0.0,4474.0,55.25,Holiday,Salinas,False
1662634,2015-07-10,54.0,HOME CARE,156.0,0.0,779.0,52.74,Not Holiday,Ecuador,False
2534803,2016-11-02,23.0,PREPARED FOODS,53.354,1.0,968.0,45.32,Holiday,Ecuador,False
571275,2013-11-13,31.0,BOOKS,0.0,0.0,1012.0,93.91,Not Holiday,Ecuador,False
2902994,2017-05-26,3.0,BREAD/BAKERY,1457.7161,5.0,3543.0,49.58,Transfer,Ecuador,False
1424218,2015-03-02,11.0,PLAYERS AND ELECTRONICS,0.0,0.0,2461.0,49.59,Holiday,Manta,False
1246949,2014-11-23,40.0,BEAUTY,0.0,0.0,1274.0,75.74,Not Holiday,Ecuador,False
1881899,2015-11-11,2.0,SCHOOL AND OFFICE SUPPLIES,2.0,0.0,1928.0,42.95,Holiday,Latacunga,False
1413360,2015-02-24,6.0,PET SUPPLIES,0.0,0.0,1595.0,48.48,Not Holiday,Ecuador,False
1713162,2015-08-08,19.0,MAGAZINES,1.0,0.0,1763.0,44.94,Not Holiday,Ecuador,False
548394,2013-10-31,39.0,PERSONAL CARE,188.0,0.0,1241.0,96.29,Not Holiday,Ecuador,False
86155,2013-02-18,18.0,HOME APPLIANCES,0.0,0.0,1285.0,96.69,Not Holiday,Ecuador,False
647306,2013-12-26,13.0,BEAUTY,1.0,0.0,1105.0,99.18,Additional,Ecuador,False
162551,2013-04-02,11.0,HOME CARE,0.0,0.0,2697.0,97.23,Not Holiday,Ecuador,False
778834,2014-03-10,2.0,PERSONAL CARE,220.0,0.0,1815.0,101.39,Not Holiday,Ecuador,False
1551449,2015-05-12,33.0,EGGS,196.0,0.0,1084.0,60.72,Holiday,Puyo,False
102997,2013-02-27,42.0,PREPARED FOODS,0.0,0.0,0.0,92.84,Not Holiday,Ecuador,False
744658,2014-02-18,47.0,BOOKS,0.0,0.0,3224.0,102.54,Not Holiday,Ecuador,False
1396865,2015-02-14,46.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,4615.0,53.56,Not Holiday,Ecuador,False
2066891,2016-02-22,46.0,MEATS,1070.936,0.0,2939.0,31.37,Not Holiday,Ecuador,False
882593,2014-05-07,14.0,SEAFOOD,0.0,0.0,1424.0,101.06,Not Holiday,Ecuador,False
239597,2013-05-14,24.0,DELI,223.812,0.0,2327.0,93.96,Not Holiday,Ecuador,False
240342,2013-05-14,46.0,POULTRY,469.148,0.0,2715.0,93.96,Not Holiday,Ecuador,False
85869,2013-02-18,9.0,POULTRY,417.549,0.0,2220.0,96.69,Not Holiday,Ecuador,False
2899286,2017-05-23,52.0,PET SUPPLIES,9.0,0.0,1676.0,51.12,Not Holiday,Ecuador,False
3003554,2017-07-18,26.0,HARDWARE,1.0,0.0,521.0,46.4,Not Holiday,Ecuador,False
820018,2014-04-02,8.0,PERSONAL CARE,273.0,0.0,3056.0,99.6,Not Holiday,Ecuador,False
1665198,2015-07-12,24.0,DAIRY,1424.0,2.0,1899.0,52.19,Not Holiday,Ecuador,False
1698871,2015-07-31,18.0,LINGERIE,7.0,0.0,1191.0,47.11,Not Holiday,Ecuador,False
2112515,2016-03-19,25.0,DELI,158.288,0.0,1662.0,39.91,Not Holiday,Ecuador,False
52744,2013-01-30,32.0,BEAUTY,1.0,0.0,575.0,97.98,Not Holiday,Ecuador,False
1391859,2015-02-12,3.0,DAIRY,1289.0,2.0,2867.0,51.17,Not Holiday,Ecuador,False
2849238,2017-04-25,48.0,CELEBRATION,18.0,1.0,2313.0,49.22,Not Holiday,Ecuador,False
2315752,2016-07-03,41.0,HOME AND KITCHEN II,39.0,0.0,1404.0,46.73,Holiday,El Carmen,False
2105355,2016-03-15,24.0,EGGS,190.0,1.0,2153.0,36.32,Not Holiday,Ecuador,False
1155335,2014-10-03,17.0,PREPARED FOODS,59.0,0.0,1190.0,89.76,Not Holiday,Ecuador,False
3007383,2017-07-20,34.0,HOME AND KITCHEN I,32.0,6.0,1895.0,46.73,Not Holiday,Ecuador,False
2617800,2016-12-17,54.0,SCHOOL AND OFFICE SUPPLIES,0.0,0.0,984.0,52.13,Not Holiday,Ecuador,False
1690309,2015-07-26,29.0,CELEBRATION,7.0,0.0,1297.0,47.17,Not Holiday,Ecuador,False
2474832,2016-09-29,42.0,LADIESWEAR,7.0,0.0,901.0,47.72,Not Holiday,Ecuador,False
2891294,2017-05-19,26.0,LAWN AND GARDEN,5.0,0.0,547.0,50.32,Not Holiday,Ecuador,False
1143738,2014-09-26,44.0,HOME AND KITCHEN I,87.0,0.0,4072.0,95.55,Not Holiday,Ecuador,False
799030,2014-03-21,20.0,PERSONAL CARE,0.0,0.0,0.0,99.97,Not Holiday,Ecuador,False
2892445,2017-05-20,7.0,HOME AND KITCHEN II,20.0,3.0,1887.0,50.81,Not Holiday,Ecuador,False
1590416,2015-06-03,26.0,BOOKS,0.0,0.0,539.0,59.67,Not Holiday,Ecuador,False
459922,2013-09-12,4.0,PET SUPPLIES,0.0,0.0,1231.0,108.72,Not Holiday,Ecuador,False
2969649,2017-06-30,25.0,AUTOMOTIVE,1.0,0.0,937.0,46.02,Not Holiday,Ecuador,False
148780,2013-03-25,26.0,DAIRY,172.0,0.0,776.0,94.55,Not Holiday,Ecuador,False
1535141,2015-05-03,25.0,BOOKS,0.0,0.0,794.0,58.92,Not Holiday,Ecuador,False
1262570,2014-12-02,27.0,HARDWARE,0.0,0.0,1397.0,66.99,Not Holiday,Ecuador,False
1814544,2015-10-04,13.0,PREPARED FOODS,53.0,0.0,875.0,46.28,Not Holiday,Ecuador,False
2896048,2017-05-22,8.0,"LIQUOR,WINE,BEER",81.0,4.0,2580.0,50.81,Not Holiday,Ecuador,False
1417974,2015-02-26,38.0,LAWN AND GARDEN,10.0,0.0,1325.0,47.65,Not Holiday,Ecuador,False
1717187,2015-08-10,33.0,"LIQUOR,WINE,BEER",159.0,0.0,1048.0,44.94,Holiday,Ecuador,False
255732,2013-05-23,27.0,CLEANING,370.0,0.0,861.0,94.12,Not Holiday,Ecuador,False
1975477,2016-01-02,30.0,LAWN AND GARDEN,0.0,0.0,596.0,36.81,Not Holiday,Ecuador,False
327470,2013-06-30,41.0,BEVERAGES,810.0,0.0,1159.0,97.94,Not Holiday,Ecuador,False
720261,2014-02-05,9.0,PLAYERS AND ELECTRONICS,0.0,0.0,2105.0,97.4,Not Holiday,Ecuador,False
2037244,2016-02-06,12.0,FROZEN FOODS,68.0,13.0,1328.0,29.71,Not Holiday,Ecuador,False
2617611,2016-12-17,49.0,CLEANING,2654.0,44.0,4645.0,52.13,Not Holiday,Ecuador,False
904512,2014-05-19,31.0,CELEBRATION,0.0,0.0,1257.0,102.95,Not Holiday,Ecuador,False
1066946,2014-08-14,39.0,HARDWARE,3.0,0.0,1316.0,95.54,Not Holiday,Ecuador,False
2260858,2016-06-05,38.0,HOME APPLIANCES,0.0,0.0,2053.0,49.71,Not Holiday,Ecuador,False
1233847,2014-11-16,21.0,BABY CARE,0.0,0.0,0.0,75.64,Not Holiday,Ecuador,False
444613,2013-09-03,26.0,PREPARED FOODS,7.0,0.0,737.0,108.67,Not Holiday,Ecuador,False
1869232,2015-11-03,51.0,BEVERAGES,6379.0,21.0,1695.0,47.88,Holiday,Ecuador,False
163375,2013-04-02,36.0,HOME APPLIANCES,0.0,0.0,0.0,97.23,Not Holiday,Ecuador,False
1792562,2015-09-21,49.0,PERSONAL CARE,375.0,5.0,2656.0,46.67,Not Holiday,Ecuador,False
154032,2013-03-28,23.0,GROCERY II,14.0,0.0,1300.0,97.24,Not Holiday,Ecuador,False
107810,2013-03-02,26.0,MEATS,275.79498,0.0,1107.0,90.13,Holiday,Manta,False
853082,2014-04-20,38.0,MAGAZINES,0.0,0.0,2405.0,104.35,Not Holiday,Ecuador,False
287801,2013-06-10,27.0,AUTOMOTIVE,4.0,0.0,1078.0,95.82,Not Holiday,Ecuador,False
2870130,2017-05-07,33.0,DELI,277.0,3.0,1081.0,46.46,Not Holiday,Ecuador,False
152386,2013-03-27,27.0,HOME APPLIANCES,0.0,0.0,1128.0,96.53,Not Holiday,Ecuador,False
1166221,2014-10-09,23.0,PERSONAL CARE,94.0,3.0,1017.0,85.76,Holiday,Ecuador,True
1840010,2015-10-18,29.0,LADIESWEAR,0.0,0.0,1241.0,45.91,Not Holiday,Ecuador,False
2356302,2016-07-25,14.0,PERSONAL CARE,249.0,8.0,1326.0,42.4,Holiday,Guayaquil,True
1984356,2016-01-07,29.0,"LIQUOR,WINE,BEER",75.0,0.0,966.0,33.29,Not Holiday,Ecuador,False
624505,2013-12-13,24.0,BREAD/BAKERY,601.929,0.0,2691.0,96.27,Not Holiday,Ecuador,False
259543,2013-05-25,34.0,MAGAZINES,0.0,0.0,2278.0,94.65,Not Holiday,Ecuador,False
2946681,2017-06-19,31.0,AUTOMOTIVE,10.0,0.0,1309.0,44.24,Not Holiday,Ecuador,False
1466796,2015-03-26,6.0,BEAUTY,1.0,0.0,1555.0,51.41,Not Holiday,Ecuador,False
910102,2014-05-22,38.0,LADIESWEAR,0.0,0.0,1407.0,104.03,Not Holiday,Ecuador,False
1674368,2015-07-17,32.0,BOOKS,0.0,0.0,564.0,50.88,Not Holiday,Ecuador,False
2417674,2016-08-28,38.0,HOME APPLIANCES,0.0,0.0,1462.0,46.97,Not Holiday,Ecuador,False
694003,2014-01-21,24.0,BOOKS,0.0,0.0,2336.0,94.51,Not Holiday,Ecuador,False
2952723,2017-06-22,52.0,BEVERAGES,2730.0,31.0,1732.0,42.53,Not Holiday,Ecuador,False
2540553,2016-11-05,36.0,BOOKS,0.0,0.0,1154.0,44.88,Not Holiday,Ecuador,False
1601861,2015-06-09,48.0,SCHOOL AND OFFICE SUPPLIES,3.0,0.0,2426.0,60.15,Not Holiday,Ecuador,False
2475246,2016-09-30,1.0,BOOKS,0.0,0.0,1677.0,47.72,Not Holiday,Ecuador,False
2828150,2017-04-14,29.0,BEAUTY,4.0,0.0,1198.0,52.62,Holiday,Ecuador,False
1678987,2015-07-20,10.0,BEVERAGES,921.0,2.0,932.0,50.11,Not Holiday,Ecuador,False
1859155,2015-10-29,15.0,MEATS,112.858,11.0,1291.0,46.02,Not Holiday,Ecuador,False
1971932,2015-12-31,31.0,CELEBRATION,4.0,0.0,3489.0,37.13,Additional,Ecuador,False
1700789,2015-08-01,22.0,PERSONAL CARE,0.0,0.0,0.0,45.25,Not Holiday,Ecuador,False
1860963,2015-10-30,16.0,HOME APPLIANCES,2.0,0.0,687.0,46.6,Not Holiday,Ecuador,False
181230,2013-04-12,37.0,LADIESWEAR,0.0,0.0,1250.0,91.23,Holiday,Cuenca,False
1252118,2014-11-26,34.0,MAGAZINES,1.0,0.0,1866.0,73.7,Not Holiday,Ecuador,False
1027622,2014-07-23,35.0,PET SUPPLIES,0.0,0.0,582.0,103.81,Holiday,Cayambe,False
2744123,2017-02-26,48.0,PREPARED FOODS,212.39099,1.0,3157.0,54.04,Not Holiday,Ecuador,False
2004758,2016-01-18,53.0,PRODUCE,1481.139,1.0,793.0,28.47,Not Holiday,Ecuador,False
2178913,2016-04-24,39.0,FROZEN FOODS,138.0,1.0,1650.0,41.67,Event,Ecuador,False
1846490,2015-10-22,9.0,SCHOOL AND OFFICE SUPPLIES,1.0,0.0,1664.0,44.9,Not Holiday,Ecuador,False
1957506,2015-12-22,40.0,HOME APPLIANCES,0.0,0.0,2030.0,36.12,Holiday,Salinas,False
3025367,2017-07-30,39.0,HARDWARE,9.0,0.0,1506.0,50.21,Not Holiday,Ecuador,False
3030304,2017-08-02,27.0,BABY CARE,0.0,0.0,1673.0,49.6,Not Holiday,Ecuador,False
699506,2014-01-24,28.0,PREPARED FOODS,33.536,0.0,821.0,96.66,Not Holiday,Ecuador,False
559710,2013-11-07,4.0,"LIQUOR,WINE,BEER",81.0,0.0,1199.0,94.25,Holiday,Santa Elena,False
2066466,2016-02-22,33.0,POULTRY,117.393,0.0,895.0,31.37,Not Holiday,Ecuador,False
1857980,2015-10-28,34.0,BOOKS,0.0,0.0,1820.0,45.93,Not Holiday,Ecuador,False
1222596,2014-11-10,4.0,BEVERAGES,2355.0,4.0,1244.0,77.43,Holiday,Guaranda,False
2369073,2016-08-01,23.0,PERSONAL CARE,192.0,1.0,986.0,40.05,Not Holiday,Ecuador,False
1500032,2015-04-13,41.0,CLEANING,771.0,1.0,933.0,51.95,Not Holiday,Ecuador,False
36943,2013-01-21,39.0,DAIRY,145.0,0.0,1325.0,96.09,Not Holiday,Ecuador,False
481702,2013-09-24,16.0,PET SUPPLIES,0.0,0.0,913.0,103.22,Not Holiday,Ecuador,False
1483726,2015-04-04,33.0,BEVERAGES,722.0,2.0,1201.0,52.08,Not Holiday,Ecuador,False
1714008,2015-08-08,45.0,FROZEN FOODS,496.062,2.0,3917.0,44.94,Not Holiday,Ecuador,False
1196403,2014-10-26,20.0,GROCERY I,0.0,0.0,0.0,81.26,Not Holiday,Ecuador,False
1369405,2015-01-30,24.0,PLAYERS AND ELECTRONICS,0.0,0.0,2703.0,47.79,Not Holiday,Ecuador,False
2512880,2016-10-21,7.0,HOME CARE,209.0,1.0,2015.0,50.61,Not Holiday,Ecuador,False
1034208,2014-07-27,19.0,GROCERY I,2113.0,0.0,1063.0,105.68,Not Holiday,Ecuador,False
33091,2013-01-19,30.0,HOME APPLIANCES,0.0,0.0,715.0,96.09,Not Holiday,Ecuador,False
854022,2014-04-21,13.0,CELEBRATION,0.0,0.0,945.0,104.35,Holiday,Riobamba,False
1561641,2015-05-18,18.0,BREAD/BAKERY,806.0,0.0,1411.0,59.44,Not Holiday,Ecuador,False
1940831,2015-12-14,6.0,PERSONAL CARE,282.0,0.0,1800.0,36.31,Not Holiday,Ecuador,False
2075976,2016-02-27,52.0,BABY CARE,0.0,0.0,0.0,32.74,Not Holiday,Ecuador,False
1613042,2015-06-16,9.0,PERSONAL CARE,484.0,1.0,2030.0,60.01,Not Holiday,Ecuador,False
1423386,2015-03-01,40.0,LAWN AND GARDEN,0.0,0.0,1374.0,49.59,Not Holiday,Ecuador,False
2858643,2017-05-01,9.0,CELEBRATION,6.0,0.0,2481.0,48.83,Holiday,Ecuador,False
2019751,2016-01-27,22.0,DAIRY,192.0,69.0,561.0,32.32,Not Holiday,Ecuador,False
1057230,2014-08-09,15.0,AUTOMOTIVE,2.0,0.0,1260.0,98.09,Not Holiday,Ecuador,False
621353,2013-12-11,36.0,LINGERIE,2.0,0.0,840.0,97.25,Not Holiday,Ecuador,False
2240622,2016-05-25,19.0,EGGS,47.0,2.0,1075.0,49.1,Not Holiday,Ecuador,False
1610287,2015-06-14,34.0,DELI,314.13,0.0,2121.0,59.53,Not Holiday,Ecuador,False
1337872,2015-01-12,41.0,DELI,172.632,1.0,1001.0,46.06,Not Holiday,Ecuador,False
568532,2013-11-12,2.0,AUTOMOTIVE,6.0,0.0,1768.0,93.12,Holiday,Ambato,False
291885,2013-06-12,42.0,PERSONAL CARE,0.0,0.0,0.0,95.98,Not Holiday,Ecuador,False
2529253,2016-10-30,17.0,MAGAZINES,4.0,2.0,1730.0,46.83,Not Holiday,Ecuador,False
1616384,2015-06-18,3.0,BABY CARE,0.0,0.0,2876.0,60.41,Not Holiday,Ecuador,False
548382,2013-10-31,39.0,GROCERY II,20.0,0.0,1241.0,96.29,Not Holiday,Ecuador,False
282762,2013-06-07,36.0,EGGS,42.0,0.0,846.0,96.11,Not Holiday,Ecuador,False
2541951,2016-11-06,24.0,HOME AND KITCHEN II,27.0,0.0,1690.0,44.88,Holiday,Santo Domingo de los Tsachilas,False
1296762,2014-12-21,37.0,HOME CARE,338.0,0.0,1867.0,55.25,Additional,Ecuador,False
507859,2013-10-08,53.0,HARDWARE,0.0,0.0,0.0,103.54,Not Holiday,Ecuador,False
1105445,2014-09-05,18.0,BEAUTY,3.0,0.0,1368.0,93.32,Not Holiday,Ecuador,False
2130737,2016-03-29,37.0,HOME AND KITCHEN I,21.0,0.0,1431.0,36.91,Not Holiday,Ecuador,False
1068737,2014-08-15,39.0,MAGAZINES,0.0,0.0,1322.0,97.3,Holiday,Riobamba,False
2880282,2017-05-13,16.0,PRODUCE,586.351,3.0,853.0,48.86,Additional,Ecuador,False
1742343,2015-08-24,39.0,SEAFOOD,12.162,0.0,1235.0,38.22,Holiday,Ambato,False
2364562,2016-07-29,49.0,BEAUTY,9.0,1.0,2900.0,41.54,Not Holiday,Ecuador,False
1350581,2015-01-19,48.0,GROCERY II,32.0,0.0,2654.0,46.79,Not Holiday,Ecuador,False
2000295,2016-01-16,26.0,"LIQUOR,WINE,BEER",56.0,0.0,649.0,28.47,Not Holiday,Ecuador,False
1370049,2015-01-30,44.0,FROZEN FOODS,462.356,3.0,4138.0,47.79,Not Holiday,Ecuador,False
2153864,2016-04-11,36.0,DELI,222.177,0.0,1041.0,40.46,Not Holiday,Ecuador,False
410070,2013-08-15,6.0,BOOKS,0.0,0.0,1561.0,107.43,Holiday,Riobamba,False
2343952,2016-07-19,18.0,HOME APPLIANCES,0.0,0.0,1167.0,44.64,Not Holiday,Ecuador,False
1834547,2015-10-15,26.0,BABY CARE,0.0,0.0,516.0,46.38,Not Holiday,Ecuador,False
764571,2014-03-02,2.0,HOME CARE,236.0,0.0,1419.0,105.34,Holiday,Manta,False
89792,2013-02-20,20.0,MEATS,0.0,0.0,0.0,94.92,Not Holiday,Ecuador,False
87719,2013-02-19,11.0,PRODUCE,0.0,0.0,2248.0,96.69,Not Holiday,Ecuador,False
2510404,2016-10-19,40.0,HOME APPLIANCES,0.0,0.0,1279.0,51.59,Not Holiday,Ecuador,False
1562774,2015-05-18,52.0,HOME AND KITCHEN II,0.0,0.0,0.0,59.44,Not Holiday,Ecuador,False
934927,2014-06-05,34.0,POULTRY,170.0735,0.0,2280.0,103.17,Not Holiday,Ecuador,False
2991369,2017-07-11,35.0,CELEBRATION,0.0,0.0,629.0,45.06,Not Holiday,Ecuador,False
